system:index,DRAWSEQ,STATE_ABBR,STATE_FIPS,STATE_NAME,SUB_REGION,area,max,mean,median,min,stdDev,year,.geo
0000b70c08860245e779,50,MI,26,Michigan,East North Central,7.25558E7,10,3.4503432417725457,3.0,0,1.5383079568253875,2012,
00001de09675e4433d23,8,WI,55,Wisconsin,East North Central,7.09415E7,10,4.204185352472864,4.031064222865001,0,1.7396060371153133,2012,
0000c013263eddb99a68,11,MN,27,Minnesota,West North Central,1.13537E8,12,4.17409364276544,4.038104283035046,0,1.8126001043626798,2012,
0000adc8ef848c7e0012,5,ND,38,North Dakota,West North Central,9.90868E7,12,4.622522102698979,5.041731284280546,0,1.7832128761137285,2012,
000019d62ac5c6f8eaa0,6,SD,46,South Dakota,West North Central,9.694E7,11,4.198341099980023,4.029646875832333,0,1.6611479130867963,2012,
00003be65b10ac1113ad,34,KS,20,Kansas,West North Central,8.60122E7,11,4.232744416627448,4.045172485444992,0,1.5963911717423191,2012,
0000d4ebf2622802cfbc,16,NE,31,Nebraska,West North Central,8.83966E7,11,4.443528794691162,4.0421331019123725,0,1.648347477430042,2012,
0000c5b52afcd493211f,14,IA,19,Iowa,West North Central,6.54198E7,11,4.162631029736392,4.038835549569842,0,1.7188052844015331,2012,
00002e9462723431f9f4,36,MO,29,Missouri,West North Central,7.28638E7,11,4.191567455766047,4.0327865558121525,0,1.43601990182355,2012,
0000ac7b5ba10088ae2b,27,IL,17,Illinois,East North Central,6.16458E7,11,4.191500166218341,4.030624884237546,0,1.674219700522072,2012,
0000ba5c7718496f6eb8,22,IN,18,Indiana,East North Central,3.96681E7,10,3.8868793005428492,4.05429422665045,0,1.4545291713442445,2012,
00007005eb9cf6f19eba,26,OH,39,Ohio,East North Central,4.5374E7,11,3.481199147135233,2.9999999999999996,0,1.5982632104417391,2012,
00009c6d3d6308c6bc8b,33,KY,21,Kentucky,East South Central,4.11078E7,10,2.911140281513101,3.000000000000001,0,1.5221513283649368,2012,
