system:index,DRAWSEQ,STATE_ABBR,STATE_FIPS,STATE_NAME,SUB_REGION,area,max,mean,median,min,stdDev,year,.geo
0000b70c08860245e779,50,MI,26,Michigan,East North Central,7.25558E7,19,8.014382134637641,8.065921486617562,0,3.005319997008607,2011,
00001de09675e4433d23,8,WI,55,Wisconsin,East North Central,7.09415E7,18,7.786604394463001,8.030904108012878,0,2.9951473441215617,2011,
0000c013263eddb99a68,11,MN,27,Minnesota,West North Central,1.13537E8,18,7.909475411195651,8.04074206598853,0,2.9993812641049513,2011,
0000adc8ef848c7e0012,5,ND,38,North Dakota,West North Central,9.90868E7,20,8.863009031862418,9.044357077281157,0,3.245194658272835,2011,
000019d62ac5c6f8eaa0,6,SD,46,South Dakota,West North Central,9.694E7,21,9.259367648682057,9.023863977263359,0,3.2141394560740406,2011,
00003be65b10ac1113ad,34,KS,20,Kansas,West North Central,8.60122E7,21,10.29790976384232,10.037390075889148,0,3.473847570163514,2011,
0000d4ebf2622802cfbc,16,NE,31,Nebraska,West North Central,8.83966E7,20,8.90209231786214,9.045258429787669,0,3.0451948272973426,2011,
0000c5b52afcd493211f,14,IA,19,Iowa,West North Central,6.54198E7,19,8.231959609535263,8.025700724672859,0,3.2610518028399538,2011,
00002e9462723431f9f4,36,MO,29,Missouri,West North Central,7.28638E7,21,8.95106744382093,8.047024342413875,0,3.2649487185008526,2011,
0000ac7b5ba10088ae2b,27,IL,17,Illinois,East North Central,6.16458E7,19,7.033347052377287,7.000000000000002,0,2.506077415417329,2011,
0000ba5c7718496f6eb8,22,IN,18,Indiana,East North Central,3.96681E7,20,7.9380036501806615,7.000000000000003,0,2.864942374415287,2011,
00007005eb9cf6f19eba,26,OH,39,Ohio,East North Central,4.5374E7,19,6.630373692021823,6.042723650904471,0,2.53022115729616,2011,
00009c6d3d6308c6bc8b,33,KY,21,Kentucky,East South Central,4.11078E7,18,6.583590597403307,6.067019801103137,0,2.5070719659701743,2011,
