system:index,DRAWSEQ,STATE_ABBR,STATE_FIPS,STATE_NAME,SUB_REGION,area,max,mean,median,min,stdDev,year,.geo
0000b70c08860245e779,50,MI,26,Michigan,East North Central,7.25558E7,17,6.747409361427698,6.999999999999999,0,2.6207732048170276,2016,
00001de09675e4433d23,8,WI,55,Wisconsin,East North Central,7.09415E7,16,5.646185480192263,5.033212221018558,0,2.478741336721762,2016,
0000c013263eddb99a68,11,MN,27,Minnesota,West North Central,1.13537E8,21,7.222499216155115,6.999999999999999,0,3.329612615034677,2016,
0000adc8ef848c7e0012,5,ND,38,North Dakota,West North Central,9.90868E7,20,8.842387167022897,9.049150943245438,0,3.1533679598969515,2016,
000019d62ac5c6f8eaa0,6,SD,46,South Dakota,West North Central,9.694E7,21,9.988769979479862,10.05853652563411,0,3.506605934820319,2016,
00003be65b10ac1113ad,34,KS,20,Kansas,West North Central,8.60122E7,17,7.786399944290938,7.000000000000003,0,2.7974940163853517,2016,
0000d4ebf2622802cfbc,16,NE,31,Nebraska,West North Central,8.83966E7,19,8.644113411945597,8.035292738348726,0,3.007108123258419,2016,
0000c5b52afcd493211f,14,IA,19,Iowa,West North Central,6.54198E7,17,6.460835030726965,6.039517390025724,0,2.660637377400913,2016,
00002e9462723431f9f4,36,MO,29,Missouri,West North Central,7.28638E7,18,6.506822371164305,6.067457565054176,0,2.5590771096023253,2016,
0000ac7b5ba10088ae2b,27,IL,17,Illinois,East North Central,6.16458E7,17,6.845545095111256,6.044835040942332,0,2.586409074514715,2016,
0000ba5c7718496f6eb8,22,IN,18,Indiana,East North Central,3.96681E7,16,6.26974727324482,6.127173434209685,0,2.5580736402424367,2016,
00007005eb9cf6f19eba,26,OH,39,Ohio,East North Central,4.5374E7,17,5.885978390083759,6.062270445162465,0,2.4954325876258197,2016,
00009c6d3d6308c6bc8b,33,KY,21,Kentucky,East South Central,4.11078E7,17,5.9604559885427335,6.059678843662617,0,2.3473833260934334,2016,
