system:index,DRAWSEQ,STATE_ABBR,STATE_FIPS,STATE_NAME,SUB_REGION,area,max,mean,median,min,stdDev,year,.geo
0000b70c08860245e779,50,MI,26,Michigan,East North Central,7.25558E7,19,7.401253986364949,7.000000000000006,0,3.0483255119333754,2018,
00001de09675e4433d23,8,WI,55,Wisconsin,East North Central,7.09415E7,18,7.246659314309715,7.0,0,2.788919983337993,2018,
0000c013263eddb99a68,11,MN,27,Minnesota,West North Central,1.13537E8,18,5.376506179519387,5.048365416965768,0,2.636822035783566,2018,
0000adc8ef848c7e0012,5,ND,38,North Dakota,West North Central,9.90868E7,22,10.964195832044362,11.037332009237435,0,3.7938061525631097,2018,
000019d62ac5c6f8eaa0,6,SD,46,South Dakota,West North Central,9.694E7,20,9.839677888761802,10.049687699359096,0,3.6887387455487475,2018,
00003be65b10ac1113ad,34,KS,20,Kansas,West North Central,8.60122E7,21,9.179480329354641,9.019335811751828,0,3.3143150782536397,2018,
0000d4ebf2622802cfbc,16,NE,31,Nebraska,West North Central,8.83966E7,21,10.162557536822476,10.047460988093933,0,3.3558688640112817,2018,
0000c5b52afcd493211f,14,IA,19,Iowa,West North Central,6.54198E7,18,6.471326624590489,6.032083539421672,0,2.5667223426192294,2018,
00002e9462723431f9f4,36,MO,29,Missouri,West North Central,7.28638E7,19,6.444890353857765,6.04607986740981,0,2.780939419302788,2018,
0000ac7b5ba10088ae2b,27,IL,17,Illinois,East North Central,6.16458E7,19,7.393503747306388,6.999999999999998,0,2.727829756738635,2018,
0000ba5c7718496f6eb8,22,IN,18,Indiana,East North Central,3.96681E7,20,7.8860626723015885,7.000000000000002,0,2.8635859942603905,2018,
00007005eb9cf6f19eba,26,OH,39,Ohio,East North Central,4.5374E7,20,6.802720689416105,6.032399171803663,0,3.129536611331253,2018,
00009c6d3d6308c6bc8b,33,KY,21,Kentucky,East South Central,4.11078E7,20,7.57735734783661,7.0,0,2.8393058050773634,2018,
