system:index,BLUE_constant,BLUE_cos,BLUE_cos2,BLUE_sin,BLUE_sin2,CRC_constant,CRC_cos,CRC_cos2,CRC_sin,CRC_sin2,DOY_gcviMax,EVI_constant,EVI_cos,EVI_cos2,EVI_sin,EVI_sin2,GCVI_constant,GCVI_cos,GCVI_cos2,GCVI_max,GCVI_sin,GCVI_sin2,GNDVI_constant,GNDVI_cos,GNDVI_cos2,GNDVI_sin,GNDVI_sin2,GREEN_constant,GREEN_cos,GREEN_cos2,GREEN_sin,GREEN_sin2,NBR1_constant,NBR1_cos,NBR1_cos2,NBR1_sin,NBR1_sin2,NBR2_constant,NBR2_cos,NBR2_cos2,NBR2_sin,NBR2_sin2,NDTI_constant,NDTI_cos,NDTI_cos2,NDTI_sin,NDTI_sin2,NDVI_constant,NDVI_cos,NDVI_cos2,NDVI_sin,NDVI_sin2,NIR_constant,NIR_cos,NIR_cos2,NIR_sin,NIR_sin2,NIRv_constant,NIRv_cos,NIRv_cos2,NIRv_sin,NIRv_sin2,RED_constant,RED_cos,RED_cos2,RED_sin,RED_sin2,SNDVI_constant,SNDVI_cos,SNDVI_cos2,SNDVI_sin,SNDVI_sin2,STI_constant,STI_cos,STI_cos2,STI_sin,STI_sin2,SWIR1_constant,SWIR1_cos,SWIR1_cos2,SWIR1_sin,SWIR1_sin2,SWIR2_constant,SWIR2_cos,SWIR2_cos2,SWIR2_sin,SWIR2_sin2,TVI_constant,TVI_cos,TVI_cos2,TVI_sin,TVI_sin2,WDRVI_constant,WDRVI_cos,WDRVI_cos2,WDRVI_sin,WDRVI_sin2,confidence,cropland,fips5,gridID,lat,lon,state,uniqueID,year,.geo
0000a50c04dafea1845f,0.035746440291404724,-0.009647255763411522,0.006358614191412926,-1.03019192465581E-4,-0.008162876591086388,0.4884376525878906,-0.026546169072389603,-0.023639734834432602,0.00942878145724535,-0.05673753470182419,192,0.395492821931839,0.14776133000850677,-0.06387446820735931,-0.09830008447170258,0.025392433628439903,3.7882845401763916,1.353230357170105,-1.0454926490783691,6.633401221995927,-0.6678957343101501,-0.014666398987174034,0.6182907223701477,0.12062660604715347,-0.07078441232442856,-0.04500714689493179,0.031123850494623184,0.05647072196006775,-0.004406251013278961,0.0062639834359288216,-0.0017660586163401604,2.486412995494902E-4,0.2016661912202835,0.20623725652694702,-0.08316904306411743,-0.0800013393163681,0.10188795626163483,0.47544559836387634,0.2650817930698395,-0.08771498501300812,-0.1071605458855629,0.1464446485042572,0.33005449175834656,0.09964954107999802,-0.023306265473365784,-0.039504457265138626,0.051758989691734314,0.6406224966049194,0.18791143596172333,-0.08145882189273834,-0.08742332458496094,0.08272837102413177,0.2588430941104889,0.06247677281498909,-0.030009115114808083,-0.043422818183898926,0.005150076933205128,0.17773635685443878,0.07788105309009552,-0.038665272295475006,-0.049310266971588135,0.011971991509199142,0.05130497366189957,-0.016985150054097176,0.007891817018389702,0.007038917858153582,-0.008655271492898464,0.42645129561424255,0.13981999456882477,-0.06332236528396606,-0.07313383370637894,0.04812600091099739,2.0316178798675537,0.41601836681365967,-0.09659598022699356,-0.15648861229419708,0.18508419394493103,0.16549350321292877,-0.025819649919867516,0.0074324095621705055,0.001181023078970611,-0.025085605680942535,0.0869247242808342,-0.03522569313645363,0.008541708812117577,0.011063735000789165,-0.026152467355132103,12.658917427062988,5.270871162414551,-2.3391692638397217,-3.3799033164978027,1.18447744846344,0.014195162802934647,0.276488333940506,-0.13829389214515686,-0.13996480405330658,0.08592722564935684,69,190,26001,195.0,44.83176763965728,-83.5727241700496,MI,0195_183,2018,
00004d35d1011b9fd23a,0.027779709547758102,-0.005800857208669186,0.00771249458193779,-0.0032887400593608618,-0.0028001025784760714,0.5295225381851196,-0.0013146457495167851,-0.0018772219773381948,-0.050299156457185745,0.007274700328707695,183,0.4547669589519501,0.18371747434139252,-0.07982199639081955,-0.1734258383512497,0.043350398540496826,4.916812896728516,1.4891502857208252,-1.7196873426437378,9.777158774373259,-1.5604397058486938,-0.1320459395647049,0.6841411590576172,0.10676399618387222,-0.08117590844631195,-0.04675937443971634,0.021091703325510025,0.04937700554728508,0.0036825360730290413,0.010549001395702362,-0.007078799419105053,0.009092072956264019,0.25402238965034485,0.17133475840091705,-0.14156711101531982,-0.031339194625616074,0.011926194652915001,0.5422030687332153,0.24939215183258057,-0.14372947812080383,-0.06770151853561401,0.07183587551116943,0.3587520718574524,0.1255543828010559,-0.028724586591124535,-0.07059236615896225,0.06258334964513779,0.7259114384651184,0.15509477257728577,-0.10662107914686203,-0.06826982647180557,0.03166545554995537,0.2823421061038971,0.09428732097148895,-0.029901273548603058,-0.10415667295455933,0.03158974647521973,0.21577148139476776,0.10006977617740631,-0.048436034470796585,-0.10338432341814041,0.021627934649586678,0.03991292789578438,-0.009397638961672783,0.014833862893283367,3.493577241897583E-4,0.0037813587114214897,0.481854110956192,0.16013430058956146,-0.07359998673200607,-0.10588301718235016,0.05764332786202431,2.1841650009155273,0.5245932340621948,-0.1567278355360031,-0.33071619272232056,0.20939670503139496,0.1629716008901596,-3.4521185443736613E-4,0.032894574105739594,-0.042111121118068695,0.022585967555642128,0.07844852656126022,-0.022591600194573402,0.02644992806017399,-0.010258853435516357,0.0031798584386706352,14.924314498901367,6.744304656982422,-2.8555026054382324,-6.567488193511963,1.8809317350387573,0.167988583445549,0.2585292160511017,-0.18865053355693817,-0.1824813187122345,0.022680385038256645,83,141,26007,195.0,44.867980031809594,-83.57239652477092,MI,0195_003,2018,
000029bf18f8d67dd8e8,0.030077941715717316,-0.004673387855291367,-5.224972846917808E-4,0.00626042764633894,-0.009113337844610214,0.414124459028244,0.02396385185420513,-0.014954578131437302,-0.06416655331850052,0.05232123285531998,200,0.4026167392730713,0.03918895125389099,-0.004033059347420931,-0.09138099104166031,-0.022720353677868843,4.373154163360596,0.39256373047828674,-0.20852328836917877,7.092485549132949,-0.8410446047782898,-0.038957204669713974,0.6655105352401733,0.02282964251935482,-0.010353514924645424,-0.05433748662471771,0.016173062846064568,0.05056943744421005,0.007872296497225761,0.00768854608759284,4.409362154547125E-4,-0.002962434198707342,0.3546783924102783,0.012800716795027256,-0.00184921408072114,-0.014602427370846272,-0.03425995260477066,0.6008586287498474,0.009668362326920033,-0.014491449110209942,-0.05304282531142235,-0.03242805600166321,0.3197503983974457,0.00961230043321848,-0.015495017170906067,-0.0603148378431797,-0.01152440719306469,0.7244179248809814,0.03795730322599411,-0.005503993947058916,-0.08037122339010239,0.023290060460567474,0.24560745060443878,0.04125961288809776,0.013571158051490784,-0.0485435351729393,-0.009126152843236923,0.1781424582004547,0.03378228470683098,0.003811239032074809,-0.05474428832530975,-0.004926406312733889,0.04032636433839798,0.004365160595625639,0.0065488312393426895,0.005809514783322811,-0.0034082671627402306,0.4569686949253082,0.03836648166179657,3.243562605348416E-5,-0.07888298481702805,0.0021937359124422073,1.9729607105255127,0.0757858082652092,-0.05817291513085365,-0.2658277451992035,-0.06859735399484634,0.11801006644964218,0.02030225098133087,0.010001554153859615,-0.018711112439632416,0.00654502771794796,0.06339801102876663,0.015781838446855545,0.011472348123788834,-0.0010752413654699922,0.006994015537202358,12.726588249206543,2.353952646255493,0.4669282138347626,-3.475926160812378,-0.3252398371696472,0.1405373215675354,0.08299104869365692,-0.0117717320099473,-0.15897251665592194,0.02825985476374626,100,190,26007,195.0,44.89974156178057,-83.57289531670385,MI,0195_235,2018,
000088cda3336ba45f2c,0.05738958343863487,-0.009630926884710789,0.009010917507112026,0.00469732191413641,-0.00749708479270339,0.4970588982105255,0.06766416132450104,0.012122183106839657,-0.010446888394653797,0.022475790232419968,159,0.22016100585460663,0.04990913346409798,-0.0644388347864151,-0.1045689582824707,0.20877481997013092,1.7998790740966797,0.451687753200531,-0.673584520816803,4.9064516129032265,-0.8228878974914551,1.366091012954712,0.4493257701396942,0.07184848189353943,-0.07518471032381058,-0.0946168303489685,0.15489155054092407,0.08775484561920166,-0.011966283433139324,0.010084304958581924,0.0012033488601446152,-0.011073422618210316,-0.057239945977926254,-0.004379523918032646,-0.11718571186065674,-0.11252453178167343,0.17612271010875702,0.12348645180463791,0.034012455493211746,-0.1411854773759842,-0.12061138451099396,0.21034540235996246,0.1829700469970703,0.03847479820251465,-0.030878610908985138,-0.019644463434815407,0.05049958825111389,0.3664044439792633,0.09293987601995468,-0.0847647562623024,-0.11253152042627335,0.2583557963371277,0.23431910574436188,0.0072516463696956635,-0.025937404483556747,-0.06379853934049606,0.0765598714351654,0.09088079631328583,0.022235969081521034,-0.03696669638156891,-0.05945480242371559,0.10259421914815903,0.1070692241191864,-0.018180159851908684,0.013210296630859375,0.004956362769007683,-0.03507973626255989,0.24899673461914062,0.0585627481341362,-0.0625777319073677,-0.0943869799375534,0.18786172568798065,1.454903244972229,0.11263378709554672,-0.09568848460912704,-0.05985679849982262,0.16012296080589294,0.2601254880428314,0.011446558870375156,0.0388367585837841,-0.004847542382776737,-0.01692902483046055,0.18122601509094238,-0.007300784811377525,0.037280645221471786,0.0022669166792184114,-0.02735920250415802,6.862417697906494,1.7744635343551636,-2.4739017486572266,-4.27541446685791,7.658629417419434,-0.37703126668930054,0.08956443518400192,-0.10670552402734756,-0.13013535737991333,0.3053365647792816,95,24,26007,195.0,44.955884699424224,-83.5432645387908,MI,0195_043,2018,
0000e57beb528bb776dd,0.08103647083044052,-0.022527294233441353,-0.00692750234156847,-0.0017732636770233512,-0.003345788223668933,0.47789257764816284,0.020482460036873817,0.01813969388604164,0.0010488427942618728,0.0035944306291639805,224,0.3180798888206482,0.21193481981754303,0.08271454274654388,-0.0821700245141983,-0.011834321543574333,2.035074234008789,1.3874874114990234,0.6115521192550659,4.566625155666251,-0.2839334011077881,-0.15265117585659027,0.4650396704673767,0.16111817955970764,0.05326850339770317,-0.044393084943294525,0.0076787653379142284,0.11352837085723877,-0.023248903453350067,-0.011030847206711769,-0.009942637756466866,0.0026417470071464777,-0.002262043533846736,0.18915368616580963,0.0557992160320282,-0.05572281777858734,-0.004639761988073587,0.17090940475463867,0.2540723979473114,0.08334550261497498,-0.04699644818902016,0.004374893847852945,0.18177857995033264,0.0793192908167839,0.037357721477746964,0.007509772665798664,0.004493416287004948,0.40486857295036316,0.24001796543598175,0.0833960622549057,-0.07736101001501083,0.012670185416936874,0.3228226900100708,0.06992349773645401,0.021427253261208534,-0.05807237699627876,-0.004391339607536793,0.1440521627664566,0.11045458912849426,0.04413711279630661,-0.0438186451792717,-0.012315329164266586,0.13257990777492523,-0.047803837805986404,-0.020351963117718697,-0.0021027300972491503,0.002068121684715152,0.3013629913330078,0.1806209236383438,0.0633721575140953,-0.06599779427051544,0.00429621571674943,1.4606611728668213,0.2584315240383148,0.12369762361049652,0.020568253472447395,0.019695155322551727,0.3191801607608795,-0.051841188222169876,-0.01605033501982689,-0.026629628613591194,0.0083431052044034,0.22591468691825867,-0.06766477972269058,-0.02535230480134487,-0.02390304021537304,0.005741810891777277,10.652505874633789,8.04583740234375,2.8795976638793945,-3.6717751026153564,-0.36462265253067017,-0.31409043073654175,0.28667086362838745,0.12097299844026566,-0.07402915507555008,-0.017056571319699287,73,5,26007,195.0,44.96092608198055,-83.54872672119421,MI,0195_015,2018,
0000853fa866e481178a,0.031217174604535103,-0.010921431705355644,0.004576313775032759,0.0023929851595312357,-0.0073400516994297504,0.5637336373329163,0.03949930891394615,0.030489549040794373,-0.017638901248574257,-0.030939456075429916,200,0.4601558446884155,0.22031086683273315,-0.02076421119272709,-0.1620062291622162,0.03599854186177254,5.612807273864746,3.532332420349121,0.04964025318622589,9.46831955922865,-1.8436830043792725,-0.002765270881354809,0.6947042346000671,0.14179517328739166,-0.022675354033708572,-0.07149067521095276,0.03750069811940193,0.0464523546397686,-0.01079915463924408,3.514847776386887E-4,4.8299014451913536E-4,-0.001618528040125966,0.24042092263698578,0.21181714534759521,-0.06718190759420395,-0.11016137152910233,0.08677038550376892,0.5095751881599426,0.25190621614456177,-0.067204549908638,-0.14030267298221588,0.12193102389574051,0.33325958251953125,0.11462169885635376,-0.010326316580176353,-0.0742122083902359,0.05441160872578621,0.710132896900177,0.21160027384757996,-0.03718064725399017,-0.11710730195045471,0.07913921028375626,0.2845945954322815,0.09463343769311905,-0.013261393643915653,-0.08257867395877838,0.010045296512544155,0.21578550338745117,0.12802591919898987,-0.015150385908782482,-0.09555405378341675,0.018904589116573334,0.04220172017812729,-0.024718327447772026,0.003154990030452609,0.010486685670912266,-0.008773061446845531,0.479245662689209,0.17492365837097168,-0.02644997462630272,-0.11414766311645508,0.04956638813018799,2.059378147125244,0.5318121314048767,-0.028216877952218056,-0.33675605058670044,0.2112407684326172,0.1656111627817154,-0.019404703751206398,0.013738848268985748,-0.005692271050065756,-0.017723482102155685,0.08527824282646179,-0.031418342143297195,0.009854667820036411,0.011338785290718079,-0.01976197399199009,14.713597297668457,7.717872619628906,-1.0971232652664185,-5.984069347381592,1.4152828454971313,0.15972070395946503,0.4490905702114105,-0.03803572803735733,-0.2518447935581207,0.10530175268650055,70,190,26007,195.0,45.0678419584776,-83.5287969664362,MI,0195_177,2018,
0000f3d34784b975a973,0.06457889080047607,-0.022850176319479942,0.01120262872427702,0.009224831126630306,-0.03102598711848259,0.4611068367958069,0.05190061032772064,-0.012179957702755928,-0.027163667604327202,0.024971863254904747,295,0.3794536590576172,0.16414712369441986,-0.015825612470507622,-0.11140318959951401,0.20121929049491882,2.521700620651245,1.1392370462417603,-0.21310696005821228,3.8912071535022346,-0.46920958161354065,1.3386653661727905,0.5358309149742126,0.1225859671831131,-0.024669483304023743,-0.06610583513975143,0.14188914000988007,0.09862937033176422,-0.02613937482237816,0.004578429274260998,0.004817331675440073,-0.02030838280916214,0.10694534331560135,0.10423369705677032,-0.018736310303211212,-0.050034888088703156,0.16484834253787994,0.3509431481361389,0.14379532635211945,-0.026736102998256683,-0.06647267192602158,0.20024491846561432,0.25923842191696167,0.05764560028910637,-0.010216102004051208,-0.022189436480402946,0.06511486321687698,0.517698347568512,0.2050492763519287,-0.040887195616960526,-0.10565782338380814,0.2409907728433609,0.3276318609714508,0.02830878272652626,-0.007809681352227926,-0.05204298347234726,0.0716223195195198,0.17408522963523865,0.08162514120340347,-0.017463089898228645,-0.06363482773303986,0.12098170071840286,0.10597208887338638,-0.0516744926571846,0.009558998048305511,0.019525665789842606,-0.051490429788827896,0.37613099813461304,0.14546619355678558,-0.029275942593812943,-0.08869264274835587,0.1831672638654709,1.709997296333313,0.20980128645896912,-0.03319506719708443,-0.0752907395362854,0.23721562325954437,0.264761358499527,-0.03379600867629051,0.003582631703466177,-0.009901108220219612,-0.03435569256544113,0.1578565537929535,-0.03893166035413742,0.005937198642641306,0.0033623387571424246,-0.04105457663536072,13.005878448486328,5.820401191711426,-1.2413434982299805,-4.882452487945557,8.63404655456543,-0.18874889612197876,0.2626204490661621,-0.05258804187178612,-0.11164695769548416,0.32041916251182556,93,36,26007,195.0,45.13928840975261,-83.86194824486064,MI,0195_179,2018,
00008f33105efb02f33f,0.03701559081673622,0.001973645994439721,-4.8738476471044123E-4,0.016006071120500565,-0.0051314071752130985,0.4951641857624054,0.062409330159425735,0.006345868110656738,-0.07843254506587982,0.020404528826475143,200,0.37515172362327576,0.2467230260372162,-0.032661072909832,-0.24989619851112366,0.06274730712175369,4.2755560874938965,2.482463836669922,-0.5372347235679626,9.779569892473118,-2.722296953201294,-0.029171744361519814,0.5944269299507141,0.17768214643001556,-0.013675988651812077,-0.18918363749980927,0.09324677288532257,0.053803518414497375,0.0014673026744276285,-0.00269875000230968,0.010784639976918697,-0.0029326637741178274,0.16990076005458832,0.18800340592861176,-0.034920137375593185,-0.2029915302991867,0.08149372041225433,0.4362799823284149,0.24376854300498962,-0.04245637729763985,-0.2502513527870178,0.12537916004657745,0.31363749504089355,0.10083403438329697,-0.019146248698234558,-0.1095891147851944,0.05604624003171921,0.5987826585769653,0.24696873128414154,-0.027416249737143517,-0.2689008414745331,0.14450576901435852,0.24756266176700592,0.1185983344912529,-0.024785110726952553,-0.11304952949285507,0.015534402802586555,0.17315027117729187,0.12137642502784729,-0.02671686001121998,-0.13834276795387268,0.01911891996860504,0.05057961121201515,-0.010461919009685516,-0.0011278268648311496,0.02700071409344673,-0.010059218853712082,0.3927867114543915,0.20420734584331512,-0.031722862273454666,-0.21631190180778503,0.08740957081317902,1.976538896560669,0.4276967942714691,-0.09313395619392395,-0.4966740906238556,0.21929626166820526,0.15641118586063385,0.02579401805996895,-0.007612854242324829,-0.003942543640732765,9.705251432023942E-4,0.08115126192569733,-0.0028515253216028214,-8.995867683552206E-4,0.01678733341395855,-0.006801394745707512,11.9479398727417,8.220784187316895,-1.4822739362716675,-9.051657676696777,1.8206794261932373,8.743859943933785E-4,0.3762132525444031,-0.08314529806375504,-0.4390205442905426,0.13832522928714752,100,190,26007,195.0,45.13584792794199,-83.8240835578918,MI,0195_055,2018,
00002b655739bf095f99,0.04889147728681564,-0.02409263513982296,0.005714448634535074,0.010801858268678188,-0.032989926636219025,0.5051999092102051,0.13094867765903473,-0.004825460724532604,-0.0781652107834816,0.07196919620037079,255,0.4576740264892578,0.24186959862709045,-0.01660912111401558,-0.16255353391170502,0.3271605670452118,4.031028747558594,3.2113840579986572,-0.12468547374010086,8.500986193293885,-1.1213487386703491,3.7030646800994873,0.6039602756500244,0.190469890832901,-0.03236033394932747,-0.11204732954502106,0.24440115690231323,0.08102340996265411,-0.028834769502282143,0.008093046024441719,0.010819775983691216,-0.03772924467921257,0.16790460050106049,0.13715606927871704,-0.03709167242050171,-0.05622964724898338,0.2957785129547119,0.420937716960907,0.19064496457576752,-0.03766382485628128,-0.07070451974868774,0.3402039408683777,0.29057660698890686,0.10762277245521545,4.154452180955559E-4,-0.022876884788274765,0.12001297622919083,0.6135788559913635,0.24919633567333221,-0.03669742867350578,-0.15260650217533112,0.34791064262390137,0.344631552696228,0.09728992730379105,0.0024915144313126802,-0.07604680955410004,0.11891354620456696,0.22699670493602753,0.14854556322097778,-0.0076266261748969555,-0.09356348216533661,0.1945652812719345,0.07932373136281967,-0.04545297473669052,0.008935128338634968,0.023274634033441544,-0.06622284650802612,0.4468720257282257,0.19650955498218536,-0.02259177342057228,-0.12635137140750885,0.2680053412914276,1.8695586919784546,0.49980777502059937,0.0548541396856308,-0.07830335199832916,0.4898262917995453,0.2426386922597885,-0.001364901545457542,0.016978127881884575,-0.025061877444386482,-0.06858663260936737,0.13761006295681,-0.02684519998729229,0.011382975615561008,-0.006149371154606342,-0.07116425037384033,15.986456871032715,9.229302406311035,-0.420300155878067,-6.4574809074401855,12.24792766571045,0.005060799885541201,0.42811447381973267,-0.05116425082087517,-0.19177734851837158,0.5820488929748535,92,36,26007,195.0,45.16632833359507,-83.7607569504192,MI,0195_060,2018,
0000cbca59b95d3863d2,0.030252991244196892,-0.0032853626180440187,0.0022700342815369368,0.0028817239217460155,-0.0047473181039094925,0.4996430277824402,0.03661532700061798,0.00959254801273346,-0.06274835020303726,0.05573102831840515,191,0.3822712004184723,0.14093713462352753,-0.027789728716015816,-0.1858959048986435,-0.0023933176416903734,4.275773525238037,1.3359472751617432,-0.5525164008140564,7.052631578947368,-1.5960376262664795,0.1946294754743576,0.6552024483680725,0.07998071610927582,-0.020770980045199394,-0.09024310111999512,0.0335029773414135,0.04883177578449249,-5.188595387153327E-4,0.0013988874852657318,-2.0813722221646458E-4,-0.005298333708196878,0.23826521635055542,0.08577439188957214,-0.04875686764717102,-0.07735452055931091,-0.026294169947504997,0.5125759243965149,0.10876882076263428,-0.04517518728971481,-0.11943874508142471,-0.0010719019919633865,0.32454007863998413,0.05336867645382881,-0.010204145684838295,-0.08198133856058121,0.01865277998149395,0.654266893863678,0.16623808443546295,-0.02093900926411152,-0.16807910799980164,0.0739544928073883,0.24898724257946014,0.05495479330420494,-0.019214186817407608,-0.08897694945335388,-0.020330743864178658,0.17348653078079224,0.07253587245941162,-0.021477432921528816,-0.1042412668466568,-0.00803725328296423,0.04728284850716591,-0.015897227451205254,0.0013091947184875607,0.014919138513505459,-0.010972672142088413,0.4228891432285309,0.1235920861363411,-0.019954537972807884,-0.14611662924289703,0.0253774244338274,2.0106852054595947,0.26743268966674805,-0.04431319236755371,-0.3691509962081909,0.06665827333927155,0.14683698117733002,0.008655421435832977,0.0052576931193470955,-0.025911355391144753,0.002358921803534031,0.07521021366119385,-0.0022622193209826946,0.005578618962317705,-5.202036700211465E-4,3.64599225576967E-4,12.164220809936523,4.866255760192871,-1.2278151512145996,-6.838856220245361,-0.3345107436180115,0.033030226826667786,0.28410112857818604,-0.05418363958597183,-0.29999789595603943,0.08401551097631454,100,190,26007,195.0,45.13263649425725,-83.6899443875121,MI,0195_135,2018,
